球団名,No.,投手,生年月日,身長,体重,投,打,備考,ポジション,区分,更新日,背番号,1軍
東京ヤクルトスワローズ,28,松本 健吾,1999.04.14,180,83,右,右,,投手,支配下,2026/4/7,28,TRUE
東京ヤクルトスワローズ,29,小川 泰弘,1990.05.16,172,82,右,右,,投手,支配下,2026/4/7,29,
東京ヤクルトスワローズ,30,荘司 宏太,2000.05.22,172,90,左,左,,投手,支配下,2026/4/7,30,
東京ヤクルトスワローズ,33,山崎 太陽,2003.07.06,193,87,右,右,,投手,支配下,2026/4/7,33,
東京ヤクルトスワローズ,34,田口 麗斗,1995.09.14,171,79,左,左,,投手,支配下,2026/4/7,34,
東京ヤクルトスワローズ,35,石原 勇輝,2001.08.30,180,87,左,左,,投手,支配下,2026/4/7,35,
東京ヤクルトスワローズ,40,高梨 裕稔,1991.06.05,188,94,右,右,,投手,支配下,2026/4/7,40,
東京ヤクルトスワローズ,41,拓也,1994.12.31,176,99,右,右,,投手,支配下,2026/4/7,41,
東京ヤクルトスワローズ,43,増居 翔太,2000.05.25,173,74,左,左,,投手,支配下,2026/4/7,43,
東京ヤクルトスワローズ,44,大西 広樹,1997.11.08,175,92,右,右,,投手,支配下,2026/4/7,44,
東京ヤクルトスワローズ,45,小澤 怜史,1998.03.09,182,87,右,左,,投手,支配下,2026/4/7,45,TRUE
東京ヤクルトスワローズ,46,大道 温貴,1999.01.20,180,91,右,右,,投手,支配下,2026/4/7,46,
東京ヤクルトスワローズ,47,高橋 奎二,1997.05.14,180,83,左,左,,投手,支配下,2026/4/7,47,TRUE
東京ヤクルトスワローズ,49,鈴木 蓮吾,2007.08.18,177,70,左,左,,投手,支配下,2026/4/7,49,
東京ヤクルトスワローズ,53,長谷川 宙輝,1998.08.23,176,86,左,左,,投手,支配下,2026/4/7,53,
東京ヤクルトスワローズ,56,坂本 拓己,2004.07.06,180,85,左,左,,投手,支配下,2026/4/7,56,
東京ヤクルトスワローズ,58,ウォルターズ,1997.05.18,195,102,右,右,,投手,支配下,2026/4/7,58,
東京ヤクルトスワローズ,61,飯田 琉斗,1999.06.24,187,100,右,右,,投手,支配下,2026/4/7,61,TRUE
東京ヤクルトスワローズ,62,リランソ,1995.03.07,188,112,右,右,,投手,支配下,2026/4/7,62,TRUE
東京ヤクルトスワローズ,66,阪口 皓亮,1999.08.15,188,90,右,左,,投手,支配下,2026/4/7,66,TRUE
東京ヤクルトスワローズ,68,丸山 翔大,1998.08.22,194,90,右,左,,投手,支配下,2026/4/7,68,TRUE
東京ヤクルトスワローズ,69,下川 隼佑,2000.03.22,176,88,右,右,,投手,支配下,2026/4/7,69,
東京ヤクルトスワローズ,70,廣澤 優,2001.04.27,193,102,右,右,3/24 育成選手から支配下選手へ移行,投手,支配下,2026/4/7,70,TRUE
東京ヤクルトスワローズ,71,沼田 翔平,2000.06.24,175,80,右,右,,投手,支配下,2026/4/7,71,
東京ヤクルトスワローズ,99,青柳 晃洋,1993.12.11,183,83,右,右,,投手,支配下,2026/4/7,99,
東京ヤクルトスワローズ,2,古賀 優大,1998.08.07,177,83,右,右,,捕手,支配下,2026/4/7,2,TRUE
東京ヤクルトスワローズ,27,中村 悠平,1990.06.17,176,79,右,右,,捕手,支配下,2026/4/7,27,TRUE
東京ヤクルトスワローズ,32,松本 直樹,1993.10.17,177,82,右,右,,捕手,支配下,2026/4/7,32,TRUE
東京ヤクルトスワローズ,48,柿沼 友哉,1993.05.12,180,86,右,右,,捕手,支配下,2026/4/7,48,
東京ヤクルトスワローズ,52,橋本 星哉,2000.09.18,178,85,右,左,,捕手,支配下,2026/4/7,52,
東京ヤクルトスワローズ,57,矢野 泰二郎,2002.05.22,178,82,右,右,,捕手,支配下,2026/4/7,57,
東京ヤクルトスワローズ,65,鈴木 叶,2006.03.21,181,81,右,右,,捕手,支配下,2026/4/7,65,
東京ヤクルトスワローズ,0,赤羽 由紘,2000.06.29,176,83,右,右,,内野手,支配下,2026/4/7,0,TRUE
東京ヤクルトスワローズ,1,山田 哲人,1992.07.16,181,81,右,右,,内野手,支配下,2026/4/7,1,
東京ヤクルトスワローズ,3,内山 壮真,2002.06.30,172,76,右,右,,内野手,支配下,2026/4/7,3,
東京ヤクルトスワローズ,6,松下 歩叶,2003.04.14,181,87,右,右,,内野手,支配下,2026/4/7,6,TRUE
東京ヤクルトスワローズ,7,長岡 秀樹,2001.09.26,175,82,右,左,,内野手,支配下,2026/4/7,7,TRUE
東京ヤクルトスワローズ,8,茂木 栄五郎,1994.02.14,173,78,右,左,,内野手,支配下,2026/4/7,8,
東京ヤクルトスワローズ,10,宮本 丈,1995.04.03,181,82,右,左,,内野手,支配下,2026/4/7,10,
東京ヤクルトスワローズ,13,オスナ,1992.12.12,188,106,右,右,,内野手,支配下,2026/4/7,13,TRUE
東京ヤクルトスワローズ,37,山野辺 翔,1994.05.24,170,74,右,右,,内野手,支配下,2026/4/7,37,
東京ヤクルトスワローズ,38,石井 巧,2002.03.02,180,81,右,右,,内野手,支配下,2026/4/7,38,TRUE
東京ヤクルトスワローズ,39,松川 玲央,2004.03.26,183,81,右,左,,内野手,支配下,2026/4/7,39,
東京ヤクルトスワローズ,50,北村 恵吾,2000.12.18,182,90,右,右,,内野手,支配下,2026/4/7,50,
東京ヤクルトスワローズ,54,田中 陽翔,2006.06.25,183,88,右,左,,内野手,支配下,2026/4/7,54,
東京ヤクルトスワローズ,60,武岡 龍世,2001.05.28,179,77,右,左,,内野手,支配下,2026/4/7,60,TRUE
東京ヤクルトスワローズ,67,伊藤 琉偉,2002.09.11,180,78,右,右,,内野手,支配下,2026/4/7,67,TRUE
東京ヤクルトスワローズ,98,セデーニョ,1998.08.22,194,118,右,右,6/17 支配下選手登録,内野手,支配下,2026/4/7,98,
東京ヤクルトスワローズ,0,並木 秀尊,1999.03.23,170,72,右,右,,外野手,支配下,2026/4/7,0,
東京ヤクルトスワローズ,4,丸山 和郁,1999.07.18,174,80,左,左,,外野手,支配下,2026/4/7,4,
東京ヤクルトスワローズ,9,塩見 泰隆,1993.06.12,180,81,右,右,,外野手,支配下,2026/4/7,9,TRUE
東京ヤクルトスワローズ,25,サンタナ,1992.08.05,195,104,右,右,,外野手,支配下,2026/4/7,25,TRUE
東京ヤクルトスワローズ,31,モイセエフ ニキータ,2006.11.29,182,87,左,左,,外野手,支配下,2026/4/7,31,
東京ヤクルトスワローズ,36,西村 瑠伊斗,2004.07.01,178,80,右,左,,外野手,支配下,2026/4/7,36,
東京ヤクルトスワローズ,42,澤井 廉,2000.05.31,180,94,左,左,,外野手,支配下,2026/4/7,42,
東京ヤクルトスワローズ,63,増田 珠,1999.05.21,179,93,右,右,,外野手,支配下,2026/4/7,63,TRUE
東京ヤクルトスワローズ,64,岩田 幸宏,1997.07.31,175,79,左,左,,外野手,支配下,2026/4/7,64,TRUE
東京ヤクルトスワローズ,90,モンテル,2000.03.18,187,88,右,右,5/22 育成選手から支配下選手へ移行,外野手,支配下,2026/4/7,90,TRUE
東京ヤクルトスワローズ,13,竹山 日向,2003.11.02,182,86,右,右,,投手,育成,2026/4/7,013,
東京ヤクルトスワローズ,14,西舘 昂汰,2001.06.09,189,94,右,右,,投手,育成,2026/4/7,014,
東京ヤクルトスワローズ,15,小宮 悠瞳,2007.06.08,180,70,左,左,,投手,育成,2026/4/7,015,
東京ヤクルトスワローズ,16,西濱 勇星,2002.11.23,181,80,右,左,,投手,育成,2026/4/7,016,
東京ヤクルトスワローズ,17,翔聖,2005.12.17,188,81,右,右,,投手,育成,2026/4/7,017,
東京ヤクルトスワローズ,19,佐藤 琢磨,2000.03.18,184,86,左,左,,投手,育成,2026/4/7,019,
東京ヤクルトスワローズ,22,松本 龍之介,2005.03.01,176,81,右,右,,捕手,育成,2026/4/7,022,
東京ヤクルトスワローズ,27,中川 拓真,2002.07.17,180,88,右,右,,捕手,育成,2026/4/7,027,
東京ヤクルトスワローズ,23,澤野 聖悠,2002.03.09,186,94,右,左,,内野手,育成,2026/4/7,023,
東京ヤクルトスワローズ,25,根岸 辰昇,2000.09.20,180,95,左,左,,内野手,育成,2026/4/7,025,
東京ヤクルトスワローズ,26,髙野 颯太,2005.07.28,176,90,右,右,,内野手,育成,2026/4/7,026,
福岡ソフトバンクホークス,2,スチュワート・ジュニア,1999.11.02,198,101,右,右,,投手,支配下,2026/4/7,2,TRUE
福岡ソフトバンクホークス,10,上沢 直之,1994.02.06,188,89,右,右,,投手,支配下,2026/4/7,10,TRUE
福岡ソフトバンクホークス,11,津森 宥紀,1998.01.21,176,86,右,右,,投手,支配下,2026/4/7,11,TRUE
福岡ソフトバンクホークス,13,稲川 竜汰,2004.02.25,184,90,右,右,,投手,支配下,2026/4/7,13,
福岡ソフトバンクホークス,16,東浜 巨,1990.06.20,182,81,右,右,,投手,支配下,2026/4/7,16,
福岡ソフトバンクホークス,18,徐 若熙,2000.11.01,180,76,右,右,,投手,支配下,2026/4/7,18,
福岡ソフトバンクホークス,19,大津 亮介,1999.01.13,175,67,右,左,,投手,支配下,2026/4/7,19,TRUE
福岡ソフトバンクホークス,20,村上 泰斗,2007.02.20,179,76,右,左右,,投手,支配下,2026/4/7,20,
福岡ソフトバンクホークス,22,藤原 大翔,2005.12.26,177,73,右,右,5/8 育成選手から支配下選手へ移行,投手,支配下,2026/4/7,22,
福岡ソフトバンクホークス,26,鈴木 豪太,2003.08.31,175,86,右,右,,投手,支配下,2026/4/7,26,TRUE
福岡ソフトバンクホークス,27,岩井 俊介,2001.07.30,181,93,右,右,,投手,支配下,2026/4/7,27,TRUE
福岡ソフトバンクホークス,28,安德 駿,2002.05.18,177,83,右,右,,投手,支配下,2026/4/7,28,
福岡ソフトバンクホークス,29,大江 竜聖,1999.01.15,173,79,左,左,,投手,支配下,2026/4/7,29,
福岡ソフトバンクホークス,30,中村 稔弥,1996.07.08,178,84,左,左,,投手,支配下,2026/4/7,30,TRUE
福岡ソフトバンクホークス,34,アルメンタ,2004.06.26,185,79,左,左,5/25 育成選手から支配下選手へ移行,投手,支配下,2026/4/7,34,
福岡ソフトバンクホークス,35,モイネロ,1995.12.08,178,69,左,左,,投手,支配下,2026/4/7,35,
福岡ソフトバンクホークス,39,尾形 崇斗,1999.05.15,182,90,右,左,5/13 DeNAへ移籍,投手,支配下,2026/4/7,39,
福岡ソフトバンクホークス,40,杉山 一樹,1997.12.07,192,106,右,右,,投手,支配下,2026/4/7,40,TRUE
福岡ソフトバンクホークス,41,前田 悠伍,2005.08.04,180,86,左,左,,投手,支配下,2026/4/7,41,TRUE
福岡ソフトバンクホークス,42,伊藤 優輔,1997.01.14,179,78,右,右,,投手,支配下,2026/4/7,42,TRUE
福岡ソフトバンクホークス,47,大関 友久,1997.12.14,185,84,左,左,,投手,支配下,2026/4/7,47,
福岡ソフトバンクホークス,48,藤井 皓哉,1996.07.29,183,87,右,左,,投手,支配下,2026/4/7,48,
福岡ソフトバンクホークス,49,松本 晴,2001.02.24,181,90,左,左,,投手,支配下,2026/4/7,49,
福岡ソフトバンクホークス,50,相良 雅斗,2003.09.24,182,73,右,右,,投手,支配下,2026/4/7,50,
福岡ソフトバンクホークス,51,前田 純,2000.06.04,189,96,左,左,,投手,支配下,2026/4/7,51,
福岡ソフトバンクホークス,53,大山 凌,2002.03.27,179,82,右,右,,投手,支配下,2026/4/7,53,
福岡ソフトバンクホークス,54,オスナ,1995.02.07,188,104,右,右,,投手,支配下,2026/4/7,54,TRUE
福岡ソフトバンクホークス,58,木村 大成,2003.09.12,180,83,左,左,,投手,支配下,2026/4/7,58,
福岡ソフトバンクホークス,59,大竹 風雅,1999.08.22,186,90,右,左,4/18 育成選手から支配下選手へ移行,投手,支配下,2026/4/7,59,TRUE
福岡ソフトバンクホークス,60,大野 稼頭央,2004.08.06,176,68,左,左,,投手,支配下,2026/4/7,60,
福岡ソフトバンクホークス,63,ヘルナンデス,1996.12.17,188,115,左,左,,投手,支配下,2026/4/7,63,
福岡ソフトバンクホークス,64,上茶谷 大河,1996.08.31,181,89,右,右,,投手,支配下,2026/4/7,64,TRUE
福岡ソフトバンクホークス,66,松本 裕樹,1996.04.14,182,84,右,左,,投手,支配下,2026/4/7,66,TRUE
福岡ソフトバンクホークス,68,木村 光,2000.07.02,173,77,右,左,,投手,支配下,2026/4/7,68,
福岡ソフトバンクホークス,69,岩崎 峻典,2003.03.11,177,85,右,右,,投手,支配下,2026/4/7,69,
福岡ソフトバンクホークス,0,渡邉 陸,2000.09.24,187,88,右,左,,捕手,支配下,2026/4/7,0,TRUE
福岡ソフトバンクホークス,12,嶺井 博希,1991.06.04,176,87,右,右,,捕手,支配下,2026/4/7,12,
福岡ソフトバンクホークス,39,山本 祐大,1998.09.11,180,87,右,右,5/13 DeNAより移籍,捕手,支配下,2026/4/7,39,
福岡ソフトバンクホークス,45,谷川原 健太,1997.04.16,174,89,右,左,,捕手,支配下,2026/4/7,45,TRUE
福岡ソフトバンクホークス,55,石塚 綜一郎,2001.06.07,182,92,右,右,,捕手,支配下,2026/4/7,55,
福岡ソフトバンクホークス,62,海野 隆司,1997.07.15,174,84,右,右,,捕手,支配下,2026/4/7,62,TRUE
福岡ソフトバンクホークス,65,藤田 悠太郎,2005.06.03,170,78,右,右,,捕手,支配下,2026/4/7,65,
福岡ソフトバンクホークス,0,川瀬 晃,1997.09.15,176,73,右,左,,内野手,支配下,2026/4/7,0,TRUE
福岡ソフトバンクホークス,4,ダウンズ,1998.07.27,178,89,右,右,,内野手,支配下,2026/4/7,4,
福岡ソフトバンクホークス,5,山川 穂高,1991.11.23,176,112,右,右,,内野手,支配下,2026/4/7,5,
福岡ソフトバンクホークス,6,今宮 健太,1991.07.15,172,76,右,右,,内野手,支配下,2026/4/7,6,TRUE
福岡ソフトバンクホークス,7,中村 晃,1989.11.05,175,81,左,左,,内野手,支配下,2026/4/7,7,
福岡ソフトバンクホークス,8,牧原 大成,1992.10.15,172,74,右,左,,内野手,支配下,2026/4/7,8,TRUE
福岡ソフトバンクホークス,24,栗原 陵矢,1996.07.04,178,84,右,左,,内野手,支配下,2026/4/7,24,TRUE
福岡ソフトバンクホークス,25,庄子 雄大,2002.10.02,176,74,右,左,,内野手,支配下,2026/4/7,25,TRUE
福岡ソフトバンクホークス,33,廣瀨 隆太,2001.04.07,181,88,右,右,,内野手,支配下,2026/4/7,33,TRUE
福岡ソフトバンクホークス,36,イヒネ イツア,2004.09.02,186,83,右,左,,内野手,支配下,2026/4/7,36,
福岡ソフトバンクホークス,43,井上 朋也,2003.01.28,182,91,右,右,5/13 DeNAへ移籍,内野手,支配下,2026/4/7,43,
福岡ソフトバンクホークス,46,宇野 真仁朗,2006.07.05,178,85,右,右,,内野手,支配下,2026/4/7,46,
福岡ソフトバンクホークス,52,秋広 優人,2002.09.17,201,107,右,左,,内野手,支配下,2026/4/7,52,
福岡ソフトバンクホークス,56,髙橋 隆慶,2001.12.21,186,93,右,右,,内野手,支配下,2026/4/7,56,
福岡ソフトバンクホークス,67,石見 颯真,2006.06.10,176,75,右,左,,内野手,支配下,2026/4/7,67,
福岡ソフトバンクホークス,99,野村 勇,1996.12.01,174,84,右,右,,内野手,支配下,2026/4/7,99,TRUE
福岡ソフトバンクホークス,3,近藤 健介,1993.08.09,171,87,右,左,,外野手,支配下,2026/4/7,3,TRUE
福岡ソフトバンクホークス,9,柳田 悠岐,1988.10.09,187,91,右,左,,外野手,支配下,2026/4/7,9,TRUE
福岡ソフトバンクホークス,23,周東 佑京,1996.02.10,180,74,右,左,,外野手,支配下,2026/4/7,23,TRUE
福岡ソフトバンクホークス,31,正木 智也,1999.11.05,182,89,右,右,,外野手,支配下,2026/4/7,31,TRUE
福岡ソフトバンクホークス,32,柳町 達,1997.04.20,180,78,右,左,,外野手,支配下,2026/4/7,32,TRUE
福岡ソフトバンクホークス,44,笹川 吉康,2002.05.31,194,96,左,左,,外野手,支配下,2026/4/7,44,
福岡ソフトバンクホークス,57,緒方 理貢,1998.09.22,175,71,右,左,,外野手,支配下,2026/4/7,57,
福岡ソフトバンクホークス,61,川村 友斗,1999.08.13,182,90,右,左,,外野手,支配下,2026/4/7,61,
福岡ソフトバンクホークス,77,山本 恵大,1999.08.06,182,89,右,左,,外野手,支配下,2026/4/7,77,
福岡ソフトバンクホークス,120,長谷川 威展,1999.08.09,178,88,左,左,,投手,育成,2026/4/7,120,
福岡ソフトバンクホークス,126,宮里 優吾,2001.09.27,182,84,右,右,,投手,育成,2026/4/7,126,
福岡ソフトバンクホークス,128,河野 伸一朗,2006.08.20,190,83,左,左,,投手,育成,2026/4/7,128,
福岡ソフトバンクホークス,132,川口 冬弥,1999.10.26,187,87,右,右,,投手,育成,2026/4/7,132,
福岡ソフトバンクホークス,134,村田 賢一,2001.08.31,179,90,右,右,,投手,育成,2026/4/7,134,
福岡ソフトバンクホークス,137,津嘉山 憲志郎,2006.07.24,178,89,右,右,,投手,育成,2026/4/7,137,
福岡ソフトバンクホークス,138,相原 雄太,2002.06.16,192,96,右,右,,投手,育成,2026/4/7,138,
福岡ソフトバンクホークス,139,井﨑 燦志郎,2004.02.09,188,91,右,右,,投手,育成,2026/4/7,139,
福岡ソフトバンクホークス,140,岡田 皓一朗,2002.06.04,186,99,右,右,,投手,育成,2026/4/7,140,
福岡ソフトバンクホークス,141,澤柳 亮太郎,2000.03.08,179,87,右,右,,投手,育成,2026/4/7,141,
福岡ソフトバンクホークス,145,ハモンド,2004.01.17,192,86,右,右,,投手,育成,2026/4/7,145,
福岡ソフトバンクホークス,146,大矢 琉晟,2003.06.28,178,80,右,左,,投手,育成,2026/4/7,146,
福岡ソフトバンクホークス,148,山崎 琢磨,2003.11.06,185,89,右,左,,投手,育成,2026/4/7,148,
福岡ソフトバンクホークス,149,熊谷 太雅,2006.10.17,186,79,左,左,,投手,育成,2026/4/7,149,
福岡ソフトバンクホークス,152,塩士 暖,2006.05.18,185,84,右,右,,投手,育成,2026/4/7,152,
福岡ソフトバンクホークス,153,張 峻ウェイ,2005.11.14,179,82,右,右,,投手,育成,2026/4/7,153,
福岡ソフトバンクホークス,155,長﨑 蓮汰,2007.06.11,187,85,右,右,,投手,育成,2026/4/7,155,
福岡ソフトバンクホークス,156,ロドリゲス,2001.08.18,182,90,右,右,,投手,育成,2026/4/7,156,
福岡ソフトバンクホークス,157,田上 奏大,2002.11.26,187,89,右,左,,投手,育成,2026/4/7,157,
福岡ソフトバンクホークス,160,長水 啓眞,2005.08.08,180,74,左,左,,投手,育成,2026/4/7,160,
福岡ソフトバンクホークス,161,内野 海斗,2004.07.28,187,93,右,右,,投手,育成,2026/4/7,161,
福岡ソフトバンクホークス,162,岡植 純平,2004.07.10,177,81,右,右,,投手,育成,2026/4/7,162,
福岡ソフトバンクホークス,163,佐々木 明都,2005.01.02,182,82,右,右,,投手,育成,2026/4/7,163,
福岡ソフトバンクホークス,164,北斗,2004.03.10,180,83,右,右,,投手,育成,2026/4/7,164,
福岡ソフトバンクホークス,165,小林 樹斗,2003.01.16,182,87,右,右,5/22 育成選手登録,投手,育成,2026/4/7,165,
福岡ソフトバンクホークス,169,飛田 悠成,2005.03.13,185,91,右,左,,投手,育成,2026/4/7,169,
福岡ソフトバンクホークス,176,サルディ,2005.11.12,186,81,左,左,,投手,育成,2026/4/7,176,
福岡ソフトバンクホークス,125,大友 宗,1999.07.23,181,86,右,右,,捕手,育成,2026/4/7,125,
福岡ソフトバンクホークス,130,牧原 巧汰,2002.07.13,176,81,右,左,,捕手,育成,2026/4/7,130,
福岡ソフトバンクホークス,133,池田 栞太,2007.05.12,184,91,右,右,,捕手,育成,2026/4/7,133,
福岡ソフトバンクホークス,171,盛島 稜大,2004.05.27,187,104,右,右,,捕手,育成,2026/4/7,171,
福岡ソフトバンクホークス,121,ザイレン,2006.05.29,178,84,右,右,,内野手,育成,2026/4/7,121,
福岡ソフトバンクホークス,122,藤野 恵音,2003.08.23,181,79,右,右,,内野手,育成,2026/4/7,122,
福岡ソフトバンクホークス,124,桑原 秀侍,2002.05.29,176,79,右,右,,内野手,育成,2026/4/7,124,
福岡ソフトバンクホークス,127,広瀬 結煌,2007.02.22,180,76,右,右,,内野手,育成,2026/4/7,127,
福岡ソフトバンクホークス,129,佐倉 侠史朗,2005.11.03,183,102,右,左,,内野手,育成,2026/4/7,129,
福岡ソフトバンクホークス,131,中澤 恒貴,2005.07.03,180,82,右,右,,内野手,育成,2026/4/7,131,
福岡ソフトバンクホークス,144,江崎 歩,2007.09.18,168,67,右,左,,内野手,育成,2026/4/7,144,
福岡ソフトバンクホークス,150,大橋 令和,2007.07.02,177,73,右,右,,内野手,育成,2026/4/7,150,
福岡ソフトバンクホークス,159,山下 恭吾,2004.07.07,175,74,右,右,,内野手,育成,2026/4/7,159,
福岡ソフトバンクホークス,170,西尾 歩真,2000.06.20,167,70,右,左,,内野手,育成,2026/4/7,170,
福岡ソフトバンクホークス,174,モレノ,2007.09.26,178,70,右,右,,内野手,育成,2026/4/7,174,
福岡ソフトバンクホークス,175,アルモンテ,2007.12.02,185,82,右,右,,内野手,育成,2026/4/7,175,
福岡ソフトバンクホークス,123,大泉 周也,1999.09.16,173,84,左,左,,外野手,育成,2026/4/7,123,
福岡ソフトバンクホークス,143,漁府 輝羽,2002.07.16,183,94,右,右,,外野手,育成,2026/4/7,143,
福岡ソフトバンクホークス,147,木下 勇人,2006.08.06,179,66,右,左,,外野手,育成,2026/4/7,147,
福岡ソフトバンクホークス,151,鈴木 貴大,2001.04.17,183,92,右,右,,外野手,育成,2026/4/7,151,
福岡ソフトバンクホークス,154,生海,2000.07.11,184,103,右,左,,外野手,育成,2026/4/7,154,
福岡ソフトバンクホークス,158,エミール,2007.11.07,190,111,右,右,,外野手,育成,2026/4/7,158,
福岡ソフトバンクホークス,166,重松 凱人,2000.04.12,187,97,右,右,,外野手,育成,2026/4/7,166,
福岡ソフトバンクホークス,168,佐藤 航太,2004.04.07,184,71,右,右,,外野手,育成,2026/4/7,168,
福岡ソフトバンクホークス,173,オスーナ,2007.03.27,185,82,右,右,,外野手,育成,2026/4/7,173,
北海道日本ハムファイターズ,12,矢澤 宏太,2000.08.02,173,72,左,左,,投手,支配下,2026/4/7,12,TRUE
北海道日本ハムファイターズ,13,生田目 翼,1995.02.19,176,95,右,右,,投手,支配下,2026/4/7,13,
北海道日本ハムファイターズ,14,加藤 貴之,1992.06.03,182,93,左,左,,投手,支配下,2026/4/7,14,TRUE
北海道日本ハムファイターズ,15,北山 亘基,1999.04.10,182,87,右,右,,投手,支配下,2026/4/7,15,TRUE
北海道日本ハムファイターズ,16,達 孝太,2004.03.27,194,101,右,右,,投手,支配下,2026/4/7,16,TRUE
北海道日本ハムファイターズ,17,伊藤 大海,1997.08.31,176,85,右,左,,投手,支配下,2026/4/7,17,TRUE
北海道日本ハムファイターズ,18,山﨑 福也,1992.09.09,188,99,左,左,,投手,支配下,2026/4/7,18,TRUE
北海道日本ハムファイターズ,19,玉井 大翔,1992.06.16,178,80,右,右,,投手,支配下,2026/4/7,19,
北海道日本ハムファイターズ,20,上原 健太,1994.03.29,191,100,左,左,,投手,支配下,2026/4/7,20,TRUE
北海道日本ハムファイターズ,22,杉浦 稔大,1992.02.25,190,90,右,右,4/14 中日へ移籍,投手,支配下,2026/4/7,22,
北海道日本ハムファイターズ,24,金村 尚真,2000.08.29,176,89,右,右,,投手,支配下,2026/4/7,24,TRUE
北海道日本ハムファイターズ,25,宮西 尚生,1985.06.02,180,81,左,左,,投手,支配下,2026/4/7,25,
北海道日本ハムファイターズ,26,田中 正義,1994.07.19,188,96,右,右,,投手,支配下,2026/4/7,26,TRUE
北海道日本ハムファイターズ,27,大川 慈英,2003.10.28,178,70,右,左,,投手,支配下,2026/4/7,27,
北海道日本ハムファイターズ,28,河野 竜生,1998.05.30,175,92,左,左,,投手,支配下,2026/4/7,28,
北海道日本ハムファイターズ,29,細野 晴希,2002.02.26,180,88,左,左,,投手,支配下,2026/4/7,29,
北海道日本ハムファイターズ,30,ラオ,1999.08.14,188,82,右,右,1/30 支配下選手登録,投手,支配下,2026/4/7,30,
北海道日本ハムファイターズ,31,柴田 獅子,2006.04.18,187,95,右,左,,投手,支配下,2026/4/7,31,
北海道日本ハムファイターズ,32,藤田 琉生,2006.11.17,198,107,左,左,,投手,支配下,2026/4/7,32,
北海道日本ハムファイターズ,34,堀 瑞輝,1998.05.10,177,91,左,左,,投手,支配下,2026/4/7,34,TRUE
北海道日本ハムファイターズ,35,浅利 太門,2002.09.06,186,92,右,右,,投手,支配下,2026/4/7,35,
