球団,選手名,ポジション,防御率,投球回,投球アウト数,投球数,打者,被安打,被本塁打,奪三振,与四球,与死球,ボーク,失点,自責点,WHIP
オリックス・バファローズ,椋木 蓮,投手,3.96,9.1,28,119,35,7,1,5,0,0,0,4,4,0.769
オリックス・バファローズ,平野 佳寿,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
オリックス・バファローズ,曽谷 龍平,投手,3.00,21,63,320,79,16,2,21,2,0,0,7,7,0.857
オリックス・バファローズ,宮城 大弥,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
オリックス・バファローズ,山岡 泰輔,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
オリックス・バファローズ,阿部 翔太,投手,90.00,0.2,2,22,5,1,0,0,2,0,0,2,2,15.000
オリックス・バファローズ,山﨑 颯一郎,投手,0.00,9.1,28,124,31,1,0,11,3,0,0,0,0,0.440
オリックス・バファローズ,九里 亜蓮,投手,2.77,29.2,89,508,127,23,1,35,9,4,0,9,9,1.233
オリックス・バファローズ,吉田 輝星,投手,4.22,6.4,22,115,31,6,1,8,3,0,0,3,3,1.406
オリックス・バファローズ,齋藤 響介,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
オリックス・バファローズ,富山 凌雅,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
オリックス・バファローズ,田嶋 大樹,投手,5.40,10,30,142,41,11,3,5,1,0,0,6,6,1.200
オリックス・バファローズ,藤川 敦也,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
オリックス・バファローズ,古田島 成龍,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
オリックス・バファローズ,森 陽樹,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
オリックス・バファローズ,岩嵜 翔,投手,6.67,5.4,19,123,28,4,0,4,5,0,0,4,4,1.667
オリックス・バファローズ,佐藤 龍月,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
オリックス・バファローズ,マチャド,投手,0.90,10,30,124,38,7,1,10,0,0,0,1,1,0.700
オリックス・バファローズ,髙谷 舟,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
オリックス・バファローズ,山口 廉王,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
オリックス・バファローズ,東松 快征,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
オリックス・バファローズ,片山 楽生,投手,0.00,2.3,9,50,13,4,0,2,1,0,0,0,0,2.174
オリックス・バファローズ,横山 楓,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
オリックス・バファローズ,山田 修義,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
オリックス・バファローズ,ペルドモ,投手,0.00,6,18,120,28,6,0,4,2,2,0,0,0,1.667
オリックス・バファローズ,宮國 凌空,投手,30.00,1.2,5,41,11,3,0,0,3,0,0,4,4,5.000
オリックス・バファローズ,博志,投手,2.90,6.2,20,97,27,5,0,3,3,0,0,2,2,1.290
オリックス・バファローズ,入山 海斗,投手,2.77,6.5,23,111,28,3,0,5,0,2,0,2,2,0.769
オリックス・バファローズ,ジェリー,投手,2.03,22.2,68,363,98,25,1,24,5,3,0,9,5,1.486
オリックス・バファローズ,佐藤 一磨,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
オリックス・バファローズ,川瀬 堅斗,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
オリックス・バファローズ,才木 海翔,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
オリックス・バファローズ,髙島 泰都,投手,36.00,1.5,8,74,19,9,0,3,3,0,0,6,6,8.000
オリックス・バファローズ,権田 琉成,投手,0.00,4,12,61,13,0,0,6,1,0,0,0,0,0.250
オリックス・バファローズ,マシュー,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
オリックス・バファローズ,渡邉 一生,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
オリックス・バファローズ,陳 睦衡,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
オリックス・バファローズ,寿賀 弘都,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
オリックス・バファローズ,芦田 丈飛,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
オリックス・バファローズ,上原 堆我,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
オリックス・バファローズ,乾 健斗,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
オリックス・バファローズ,小木田 敦也,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
オリックス・バファローズ,宇田川 優希,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
オリックス・バファローズ,本田 仁海,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
オリックス・バファローズ,前 佑囲斗,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
オリックス・バファローズ,東山 玲士,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
オリックス・バファローズ,河内 康介,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
埼玉西武ライオンズ,上田 大河,投手,0.00,2.2,8,43,10,0,0,1,2,0,0,0,0,0.909
埼玉西武ライオンズ,渡邉 勇太朗,投手,1.29,14,42,220,52,8,1,10,3,0,0,2,2,0.786
埼玉西武ライオンズ,髙橋 光成,投手,1.22,29.4,91,451,113,16,1,30,9,2,0,5,4,0.918
埼玉西武ライオンズ,與座 海人,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
埼玉西武ライオンズ,隅田 知一郎,投手,1.54,35,105,440,123,23,3,42,3,0,0,6,6,0.743
埼玉西武ライオンズ,松本 航,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
埼玉西武ライオンズ,佐藤 隼輔,投手,2.25,4,12,60,14,2,0,5,0,0,0,1,1,0.500
埼玉西武ライオンズ,岩城 颯空,投手,9.00,4,12,76,19,4,2,4,4,0,0,5,4,2.000
埼玉西武ライオンズ,武内 夏暉,投手,2.08,13,39,183,47,7,3,14,1,0,0,3,3,0.615
埼玉西武ライオンズ,糸川 亮太,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
埼玉西武ライオンズ,青山 美夏人,投手,18.00,1,3,30,7,3,0,1,1,0,0,2,2,4.000
埼玉西武ライオンズ,ワイナンス,投手,1.48,24.4,76,390,96,16,1,23,7,2,0,4,4,1.025
埼玉西武ライオンズ,甲斐野 央,投手,0.00,9,27,135,34,4,0,12,4,0,0,0,0,0.889
埼玉西武ライオンズ,山田 陽翔,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
埼玉西武ライオンズ,堀越 啓太,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
埼玉西武ライオンズ,成田 晴風,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
埼玉西武ライオンズ,ボー・タカハシ,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
埼玉西武ライオンズ,羽田 慎之介,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
埼玉西武ライオンズ,ウィンゲンター,投手,0.00,2.2,8,51,13,2,0,4,3,0,0,0,0,2.273
埼玉西武ライオンズ,狩生 聖真,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
埼玉西武ライオンズ,杉山 遙希,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
埼玉西武ライオンズ,篠原 響,投手,0.00,6,18,72,23,8,0,3,1,0,0,0,0,1.500
埼玉西武ライオンズ,黒木 優太,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
埼玉西武ライオンズ,Ｅ．ラミレス,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
埼玉西武ライオンズ,黒田 将矢,投手,0.00,2,6,34,8,0,0,3,2,0,0,0,0,1.000
埼玉西武ライオンズ,中村 祐太,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
埼玉西武ライオンズ,平良 海馬,投手,1.38,13,39,192,48,5,0,10,4,1,0,2,2,0.769
埼玉西武ライオンズ,冨士 大和,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
埼玉西武ライオンズ,豆田 泰志,投手,0.00,2,6,24,6,1,0,2,0,0,0,0,0,0.500
埼玉西武ライオンズ,菅井 信也,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
埼玉西武ライオンズ,佐藤 爽,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
埼玉西武ライオンズ,浜屋 将太,投手,0.00,1.2,5,15,7,1,0,0,1,0,0,0,0,1.667
埼玉西武ライオンズ,上間 永遠,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
埼玉西武ライオンズ,佐々木 健,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
埼玉西武ライオンズ,宮澤 太成,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
埼玉西武ライオンズ,斎藤 佳紳,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
埼玉西武ライオンズ,三浦 大輝,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
埼玉西武ライオンズ,濱岡 蒼太,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
埼玉西武ライオンズ,シンクレア,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
埼玉西武ライオンズ,森脇 亮介,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
埼玉西武ライオンズ,平口 寛人,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
埼玉西武ライオンズ,川下 将勲,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
埼玉西武ライオンズ,木瀬 翔太,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
埼玉西武ライオンズ,正木 悠馬,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
埼玉西武ライオンズ,高橋 礼,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
埼玉西武ライオンズ,ムサ,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
埼玉西武ライオンズ,フレッド,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
埼玉西武ライオンズ,ゴンザレス,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
埼玉西武ライオンズ,オリバー,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
東北楽天ゴールデンイーグルス,岸 孝之,投手,2.63,24,72,406,103,21,1,20,13,1,0,7,7,1.458
東北楽天ゴールデンイーグルス,藤原 聡大,投手,3.00,3,9,42,11,3,0,6,0,0,0,1,1,1.000
東北楽天ゴールデンイーグルス,コントレラス,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
東北楽天ゴールデンイーグルス,古謝 樹,投手,1.29,7,21,122,25,2,0,6,1,1,0,1,1,0.571
東北楽天ゴールデンイーグルス,前田 健太,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
東北楽天ゴールデンイーグルス,荘司 康誠,投手,5.54,13,39,210,59,19,4,13,4,0,0,9,8,1.769
東北楽天ゴールデンイーグルス,伊藤 樹,投手,18.00,2,6,42,11,4,0,3,2,0,0,4,4,3.000
東北楽天ゴールデンイーグルス,早川 隆久,投手,4.50,16,48,290,72,20,0,17,5,0,0,8,8,1.563
東北楽天ゴールデンイーグルス,ウレーニャ,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
東北楽天ゴールデンイーグルス,中込 陽翔,投手,0.00,1.4,7,30,8,1,0,3,0,0,0,0,0,0.714
東北楽天ゴールデンイーグルス,酒居 知史,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
東北楽天ゴールデンイーグルス,田中 千晴,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
東北楽天ゴールデンイーグルス,渡辺 翔太,投手,8.57,2.1,7,31,11,4,0,0,0,0,0,2,2,1.905
東北楽天ゴールデンイーグルス,江原 雅裕,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
東北楽天ゴールデンイーグルス,加治屋 蓮,投手,8.57,4.2,14,75,21,7,0,6,0,2,0,4,4,2.143
東北楽天ゴールデンイーグルス,宋 家豪,投手,4.50,2,6,41,11,5,1,2,1,0,0,1,1,3.000
東北楽天ゴールデンイーグルス,九谷 瑠,投手,0.00,6,18,80,22,3,0,6,1,0,0,0,0,0.667
東北楽天ゴールデンイーグルス,藤平 尚真,投手,0.00,6,18,104,25,3,0,6,5,0,0,0,0,1.333
東北楽天ゴールデンイーグルス,藤井 聖,投手,3.93,18.3,57,299,79,19,2,7,3,0,0,8,8,1.202
東北楽天ゴールデンイーグルス,西垣 雅矢,投手,4.09,4.4,16,65,19,1,1,5,1,1,0,2,2,0.682
東北楽天ゴールデンイーグルス,津留﨑 大成,投手,11.74,2.3,9,62,17,6,0,4,1,2,0,3,3,3.913
東北楽天ゴールデンイーグルス,坂井 陽翔,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
東北楽天ゴールデンイーグルス,日當 直喜,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
東北楽天ゴールデンイーグルス,鈴木 翔天,投手,6.75,4,12,90,19,4,1,5,2,1,0,5,3,1.750
東北楽天ゴールデンイーグルス,瀧中 瞭太,投手,1.29,14,42,211,54,10,0,11,3,1,0,2,2,1.000
東北楽天ゴールデンイーグルス,辛島 航,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
東北楽天ゴールデンイーグルス,泰 勝利,投手,0.00,0.1,1,12,3,0,0,1,2,0,0,0,0,20.000
東北楽天ゴールデンイーグルス,古賀 康誠,投手,18.00,1,3,27,6,3,0,1,0,0,0,2,2,3.000
東北楽天ゴールデンイーグルス,西口 直人,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
東北楽天ゴールデンイーグルス,林 優樹,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
東北楽天ゴールデンイーグルス,今野 龍太,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
東北楽天ゴールデンイーグルス,大内 誠弥,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
東北楽天ゴールデンイーグルス,内 星龍,投手,0.00,2,6,34,8,0,0,0,2,0,0,0,0,1.000
東北楽天ゴールデンイーグルス,柴田 大地,投手,8.57,4.2,14,115,24,6,0,5,4,0,0,5,4,2.381
東北楽天ゴールデンイーグルス,伊藤 大晟,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
東北楽天ゴールデンイーグルス,ゴンザレス,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
東北楽天ゴールデンイーグルス,德山 一翔,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
東北楽天ゴールデンイーグルス,松田 啄磨,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
東北楽天ゴールデンイーグルス,中沢 匠磨,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
東北楽天ゴールデンイーグルス,蕭 齊,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,カスティーヨ,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,毛利 海大,投手,11.25,8,24,187,44,14,2,5,6,0,0,10,10,2.500
千葉ロッテマリーンズ,小島 和哉,投手,1.48,12.2,38,205,50,10,1,15,2,1,0,2,2,1.066
千葉ロッテマリーンズ,横山 陸人,投手,0.00,8,24,120,33,5,0,6,3,3,0,0,0,1.375
千葉ロッテマリーンズ,種市 篤暉,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,石垣 元気,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,唐川 侑己,投手,7.20,5,15,74,21,5,3,4,1,0,0,4,4,1.200
千葉ロッテマリーンズ,石川 柊太,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,東妻 勇輔,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,菊地 吏玖,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,西野 勇士,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,廣畑 敦也,投手,11.25,4,12,82,21,6,1,1,2,1,0,5,5,2.250
千葉ロッテマリーンズ,大谷 輝龍,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,八木 彬,投手,2.22,8.1,25,142,33,7,0,9,4,0,0,2,2,1.358
千葉ロッテマリーンズ,高野 脩汰,投手,4.29,4.2,14,79,23,7,1,3,1,0,0,2,2,1.905
千葉ロッテマリーンズ,田中 晴也,投手,5.95,12.1,37,241,55,14,1,5,5,0,0,8,8,1.570
千葉ロッテマリーンズ,坂本 光士郎,投手,6.92,5.2,17,99,25,6,1,7,2,0,0,4,4,1.538
千葉ロッテマリーンズ,小野 郁,投手,2.97,9.1,28,149,37,7,0,6,4,1,0,3,3,1.319
千葉ロッテマリーンズ,奥村 頼人,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,一條 力真,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,ジャクソン,投手,0.69,13,39,243,52,11,0,12,5,0,0,1,1,1.231
千葉ロッテマリーンズ,冨士 隼斗,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,鈴木 昭汰,投手,5.00,9,27,122,35,6,3,8,2,0,0,5,5,0.889
千葉ロッテマリーンズ,益田 直也,投手,3.00,6,18,94,25,4,1,7,3,0,0,2,2,1.167
千葉ロッテマリーンズ,木村 優人,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,澤田 圭佑,投手,2.57,7,21,104,26,3,1,7,2,0,0,2,2,0.714
千葉ロッテマリーンズ,中森 俊介,投手,1.29,7,21,99,26,4,0,3,1,0,0,1,1,0.714
千葉ロッテマリーンズ,河村 説人,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,早坂 響,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,大聖,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,坂井 遼,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,廣池 康志郎,投手,3.43,21,63,309,85,16,0,13,4,5,0,8,8,1.190
千葉ロッテマリーンズ,宮﨑 颯,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,ロング,投手,1.59,17,51,294,75,18,0,13,7,1,0,4,3,1.529
千葉ロッテマリーンズ,吉川 悠斗,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,本前 郁也,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,森 遼大朗,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,秋山 正雲,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,中村 亮太,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,永島田 輝斗,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,中山 優人,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,髙橋 快秀,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,茨木 佑太,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,長島 幸佑,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,武内 涼太,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00
千葉ロッテマリーンズ,ラドニー,投手,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00